,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY
2010-10-05,"1,128.00","1,353.33","1,554.16",168.58
2010-10-04,"1,126.00","1,353.20","1,541.49",168.31
2010-10-01,"1,126.00","1,352.07","1,544.53",168.27
2010-09-30,"1,136.50","1,365.49","1,548.71",169.84
2010-09-29,"1,142.00","1,366.36","1,551.98",170.79
2010-09-28,"1,148.00","1,362.61","1,540.96",171.21
2010-09-27,"1,148.00","1,363.10","1,542.91",171.65
2010-09-24,"1,154.50","1,365.30","1,544.72",172.49
2010-09-20,"1,161.00","1,355.04","1,520.33",173.06
2010-09-17,"1,159.50","1,350.30","1,524.74",172.42
2010-09-16,"1,163.00","1,358.80","1,518.65",172.86
2010-09-15,"1,163.00","1,360.39","1,508.29",172.71
2010-09-14,"1,160.50","1,393.16","1,495.54",172.03
2010-09-13,"1,159.50","1,379.37","1,485.32",171.54
2010-09-10,"1,165.00","1,389.88","1,484.21",172.16
2010-09-09,"1,166.00","1,392.57","1,481.87",171.86
2010-09-08,"1,172.00","1,397.23","1,485.51",172.47
2010-09-07,"1,178.50","1,404.15","1,504.83",173.58
2010-09-06,"1,171.20","1,393.12","1,510.85",172.54
2010-09-03,"1,177.00","1,395.05","1,510.09",173.01
2010-09-02,"1,180.00","1,402.76","1,513.11",173.33
2010-09-01,"1,184.50","1,407.61","1,510.83",173.89
2010-08-31,"1,198.10","1,420.73","1,519.07",175.96
2010-08-30,"1,192.00","1,404.67","1,517.77",175.25
2010-08-27,"1,196.50","1,411.80","1,520.75",176.01
2010-08-26,"1,192.00","1,408.48","1,512.41",175.30
2010-08-25,"1,193.00","1,409.83","1,514.27",175.51
2010-08-24,"1,193.00","1,412.17","1,507.12",175.46
2010-08-23,"1,182.00","1,384.89","1,502.32",173.86
2010-08-20,"1,183.00","1,385.57","1,510.57",174.28
2010-08-19,"1,173.50","1,369.95","1,503.25",172.84
2010-08-18,"1,172.20","1,371.48","1,508.97",172.58
2010-08-17,"1,175.60","1,378.19","1,515.11",173.04
2010-08-16,"1,188.50","1,384.39","1,520.69",174.74
2010-08-13,"1,187.00","1,381.04","1,525.89",174.80
2010-08-12,"1,189.00","1,394.07","1,529.29",175.27
2010-08-11,"1,182.00","1,387.00","1,544.87",174.49
2010-08-10,"1,168.00","1,362.58","1,539.42",172.47
2010-08-09,"1,161.00","1,356.94","1,542.97",171.61
2010-08-06,"1,163.00","1,350.28","1,534.00",171.75
2010-08-05,"1,165.00","1,349.94","1,531.28",172.02
2010-08-04,"1,170.00","1,368.42","1,543.23",172.74
2010-08-03,"1,168.50","1,359.20","1,545.93",172.49
2010-08-02,"1,174.00","1,352.69","1,534.18",173.36
2010-07-30,"1,184.50","1,372.22","1,544.23",174.89
2010-07-29,"1,184.50","1,358.68","1,548.85",174.80
2010-07-28,"1,186.00","1,348.03","1,542.39",174.92
2010-07-27,"1,181.30","1,351.91","1,536.52",174.34
2010-07-26,"1,189.00","1,363.84","1,534.64",175.34
2010-07-23,"1,195.50","1,373.35","1,549.97",176.37
2010-07-22,"1,203.00","1,388.66","1,544.41",177.48
2010-07-21,"1,204.50","1,385.76","1,549.23",177.71
2010-07-20,"1,208.00","1,390.90","1,568.71",178.26
2010-07-19,"1,214.50","1,397.58","1,575.57",179.22
2010-07-16,"1,202.00","1,380.66","1,555.99",177.42
2010-07-15,"1,201.00","1,362.91","1,536.68",177.27
2010-07-14,"1,199.00","1,348.71","1,526.21",177.05
2010-07-13,"1,211.00","1,368.21","1,518.59",178.74
2010-07-12,"1,203.50","1,354.99","1,514.00",177.74
2010-07-09,"1,196.50","1,351.98","1,519.32",176.65
2010-07-08,"1,208.00","1,371.17","1,529.57",178.28
2010-07-07,"1,223.00","1,404.62","1,537.80",180.42
2010-07-06,"1,218.50","1,386.87","1,534.70",179.77
2010-07-05,"1,225.00","1,394.42","1,535.42",180.92
2010-07-02,"1,227.00","1,394.32","1,534.61",181.18
2010-07-01,"1,227.00","1,388.79","1,507.98",180.94
2010-06-30,"1,219.00","1,375.38","1,489.01",179.58
2010-06-29,"1,217.00","1,372.35","1,484.37",179.12
2010-06-28,"1,204.00","1,347.06","1,489.71",177.26
2010-06-25,"1,217.00","1,356.74","1,498.13",179.15
2010-06-24,"1,196.00","1,335.57","1,467.85",175.60
2010-06-23,"1,185.00","1,309.54","1,456.37",174.01
2010-06-22,"1,183.00","1,304.16","1,457.46",173.72
2010-06-21,"1,174.00","1,290.39","1,457.87",172.65
2010-06-18,"1,197.00","1,320.46","1,484.28",175.25
2010-06-17,"1,213.50","1,328.41","1,496.61",177.59
2010-06-16,"1,212.00","1,321.70","1,489.43",177.37
2010-06-15,"1,228.00","1,345.75","1,496.44",179.71
2010-06-14,"1,223.50","1,329.17","1,492.30",179.08
2010-06-11,"1,251.00","1,366.47","1,513.71",183.14
2010-06-10,"1,248.00","1,367.67","1,505.59",182.73
2010-06-09,"1,253.00","1,371.65","1,496.83",183.47
2010-06-08,"1,233.40","1,350.49","1,473.67",180.56
2010-06-07,"1,234.00","1,348.49","1,473.27",180.67
2010-06-04,"1,201.80","1,296.16","1,464.27",176.00
2010-06-03,"1,204.00","1,301.90","1,480.20",176.33
2010-06-01,"1,227.00","1,352.81","1,494.24",179.71
2010-05-31,"1,202.50","1,315.50","1,479.68",176.06
2010-05-28,"1,191.00","1,304.78","1,481.60",174.36
2010-05-27,"1,224.00","1,356.83","1,503.93",179.17
2010-05-26,"1,253.30","1,390.24","1,540.31",183.47
2010-05-25,"1,272.00","1,417.74","1,554.26",186.26
2010-05-24,"1,214.50","1,344.51","1,518.37",177.89
2010-05-20,"1,189.00","1,299.45","1,477.93",174.16
2010-05-19,"1,165.10","1,267.10","1,422.00",170.66
2010-05-18,"1,143.50","1,232.62","1,414.74",167.51
2010-05-17,"1,153.50","1,253.12","1,416.38",168.94
2010-05-14,"1,133.10","1,221.93","1,420.91",165.99
2010-05-13,"1,128.00","1,208.49","1,425.45",165.21
2010-05-12,"1,139.00","1,225.52","1,443.11",166.83
2010-05-11,"1,135.70","1,225.93","1,446.77",166.33
2010-05-10,"1,127.00","1,206.90","1,469.95",165.12
2010-05-07,"1,153.00","1,251.22","1,468.35",168.90
2010-05-06,"1,144.00","1,222.22","1,465.24",167.59
2010-05-04,"1,116.50","1,177.74","1,470.10",163.56
2010-05-03,"1,117.50","1,189.84","1,477.78",163.75
2010-04-30,"1,107.00","1,176.03","1,472.09",162.19
2010-04-29,"1,114.90","1,185.56","1,472.23",163.36
2010-04-28,"1,119.50","1,200.02","1,476.40",164.01
2010-04-27,"1,112.00","1,185.63","1,486.19",162.91
2010-04-26,"1,104.10","1,172.33","1,477.84",161.73
2010-04-23,"1,109.50","1,188.41","1,472.08",162.51
2010-04-22,"1,108.30","1,190.95","1,487.23",162.38
2010-04-21,"1,108.50","1,189.25","1,489.27",162.37
2010-04-20,"1,116.00","1,201.68","1,503.59",163.50
2010-04-19,"1,120.00","1,219.25","1,507.18",164.08
2010-04-16,"1,110.30","1,198.51","1,502.68",162.68
2010-04-15,"1,109.50","1,191.60","1,509.25",162.56
2010-04-14,"1,113.50","1,192.06","1,517.70",163.14
2010-04-13,"1,122.00","1,202.96","1,526.48",164.39
2010-04-12,"1,115.50","1,194.07","1,518.98",163.45
2010-04-09,"1,116.00","1,192.69","1,495.22",163.55
2010-04-08,"1,124.00","1,206.01","1,494.13",164.68
2010-04-07,"1,121.00","1,194.84","1,500.79",164.25
2010-04-06,"1,122.70","1,197.04","1,506.10",164.49
2010-04-05,"1,122.50","1,187.45","1,513.69",164.46
2010-04-02,"1,126.00","1,198.51","1,526.52",164.98
2010-04-01,"1,126.50","1,203.53","1,522.13",165.03
2010-03-31,"1,129.00","1,210.20","1,516.81",165.41
2010-03-30,"1,131.00","1,222.17","1,528.43",165.70
2010-03-29,"1,133.00","1,222.62","1,528.30",165.99
2010-03-26,"1,139.50","1,230.16","1,522.26",166.91
2010-03-25,"1,141.00","1,242.78","1,521.98",167.13
2010-03-24,"1,137.50","1,255.66","1,527.66",166.65
2010-03-23,"1,138.50","1,262.20","1,538.11",166.79
2010-03-22,"1,136.50","1,254.00","1,536.09",166.49
2010-03-19,"1,132.70","1,252.29","1,542.28",165.95
2010-03-18,"1,133.70","1,258.13","1,548.41",166.09
2010-03-17,"1,128.30","1,247.43","1,557.51",165.31
2010-03-16,"1,134.50","1,256.23","1,550.29",166.21
2010-03-15,"1,134.70","1,252.15","1,559.87",166.24
2010-03-12,"1,128.30","1,245.64","1,546.34",165.34
2010-03-11,"1,133.00","1,254.01","1,544.05",166.00
2010-03-10,"1,132.00","1,257.50","1,536.69",165.86
2010-03-09,"1,135.00","1,261.95","1,544.62",166.27
2010-03-08,"1,131.50","1,251.94","1,550.04",165.75
2010-03-05,"1,141.00","1,276.00","1,549.36",167.17
2010-03-04,"1,146.00","1,297.85","1,564.18",167.91
2010-03-03,"1,147.00","1,290.50","1,562.10",168.05
2010-03-02,"1,153.00","1,291.73","1,560.59",168.89
2010-02-26,"1,159.00","1,297.15","1,573.34",169.78
2010-02-25,"1,162.00","1,300.21","1,565.91",170.22
2010-02-24,"1,154.00","1,277.54","1,560.79",169.05
2010-02-23,"1,146.50","1,260.86","1,567.27",167.94
2010-02-22,"1,147.50","1,253.41","1,563.93",168.07
2010-02-19,"1,160.50","1,262.79","1,564.35",169.94
2010-02-18,"1,148.50","1,263.89","1,556.91",168.09
2010-02-17,"1,143.50","1,267.60","1,573.34",167.47
2010-02-16,"1,151.00","1,281.31","1,573.07",168.57
2010-02-12,"1,153.00","1,280.83","1,573.73",168.84
2010-02-11,"1,157.10","1,286.10","1,594.83",169.40
2010-02-10,"1,158.50","1,290.23","1,597.22",169.69
2010-02-09,"1,161.50","1,296.75","1,595.32",170.16
2010-02-08,"1,172.00","1,309.94","1,602.71",171.68
2010-02-05,"1,171.00","1,308.67","1,603.33",171.54
2010-02-04,"1,153.00","1,266.75","1,598.87",168.90
2010-02-03,"1,148.50","1,271.31","1,606.06",168.24
2010-02-02,"1,159.00","1,278.40","1,616.81",169.78
2010-02-01,"1,168.00","1,292.75","1,622.12",171.10
2010-01-29,"1,157.00","1,281.85","1,614.36",169.49
2010-01-28,"1,151.50","1,275.19","1,614.98",168.68
2010-01-27,"1,162.50","1,301.06","1,633.89",170.29
2010-01-26,"1,164.00","1,291.18","1,639.96",170.52
2010-01-25,"1,149.50","1,273.68","1,625.62",168.39
2010-01-22,"1,146.00","1,267.00","1,621.59",167.88
2010-01-21,"1,138.50","1,244.13","1,604.37",166.78
2010-01-20,"1,137.50","1,251.10","1,615.82",166.63
2010-01-19,"1,127.00","1,245.58","1,624.01",165.09
2010-01-18,"1,125.50","1,236.95","1,618.24",164.87
2010-01-15,"1,124.00","1,236.25","1,621.26",164.65
2010-01-14,"1,121.70","1,221.50","1,630.62",164.32
2010-01-13,"1,125.50","1,234.37","1,631.41",164.88
2010-01-12,"1,123.00","1,223.31","1,630.26",164.52
2010-01-11,"1,119.50","1,212.10","1,623.61",164.01
2010-01-08,"1,132.00","1,213.29","1,621.36",165.80
2010-01-07,"1,135.50","1,225.18","1,633.76",166.31
2010-01-06,"1,138.50","1,235.62","1,630.90",166.75
2010-01-05,"1,140.50","1,241.16","1,648.59",167.06
2010-01-04,"1,153.00","1,238.59","1,649.37",168.90
2009-12-31,"1,159.00","1,256.10","1,671.05",169.79
2009-12-30,"1,163.00","1,262.21","1,668.21",170.35
2009-12-29,"1,170.50","1,275.75","1,687.63",171.41
2009-12-28,"1,170.50","1,278.54","1,683.18",171.41
2009-12-24,"1,176.00","1,289.90","1,689.68",172.24
2009-12-23,"1,184.50","1,291.99","1,689.10",173.49
2009-12-22,"1,179.00","1,293.33","1,689.51",172.66
2009-12-21,"1,184.00","1,309.30","1,696.08",173.40
2009-12-18,"1,177.00","1,309.96","1,692.29",172.38
2009-12-17,"1,178.50","1,314.56","1,696.45",172.59
2009-12-16,"1,164.50","1,298.94","1,692.83",170.56
2009-12-15,"1,161.60","1,303.41","1,697.91",170.14
2009-12-14,"1,158.00","1,307.29","1,699.94",169.58
2009-12-11,"1,163.50","1,312.02","1,713.84",170.44
2009-12-10,"1,164.50","1,323.75","1,712.63",170.60
2009-12-09,"1,162.00","1,321.96","1,710.93",170.18
2009-12-08,"1,157.00","1,300.29","1,713.52",169.46
2009-12-07,"1,154.00","1,285.36","1,717.15",169.00
2009-12-04,"1,150.00","1,304.30","1,735.24",168.47
2009-12-03,"1,151.00","1,310.64","1,740.66",168.62
2009-12-02,"1,154.50","1,324.12","1,740.64",169.12
2009-12-01,"1,161.00","1,333.72","1,745.22",170.08
2009-11-30,"1,161.00","1,347.34","1,749.63",170.07
2009-11-27,"1,182.00","1,372.98","1,755.62",173.09
2009-11-26,"1,155.50","1,331.22","1,743.65",169.26
2009-11-25,"1,153.00","1,305.33","1,730.08",168.87
2009-11-24,"1,158.50","1,306.82","1,726.17",169.64
2009-11-23,"1,154.50","1,302.61","1,728.17",169.09
2009-11-20,"1,160.00","1,305.57","1,729.44",169.90
2009-11-19,"1,158.00","1,301.85","1,724.26",169.61
2009-11-18,"1,153.50","1,294.03","1,717.79",168.98
2009-11-17,"1,154.00","1,298.38","1,725.92",169.05
2009-11-16,"1,154.00","1,287.95","1,730.42",169.06
2009-11-13,"1,160.00","1,284.32","1,725.85",169.95
2009-11-12,"1,158.50","1,290.81","1,737.05",169.71
2009-11-11,"1,157.00","1,285.84","1,735.15",169.50
2009-11-10,"1,160.00","1,290.04","1,736.87",169.91
2009-11-09,"1,159.50","1,285.19","1,734.61",169.86
2009-11-06,"1,168.00","1,290.32","1,737.63",171.09
2009-11-05,"1,182.00","1,308.68","1,751.96",173.14
2009-11-04,"1,181.50","1,304.80","1,741.29",173.08
2009-11-03,"1,183.00","1,313.28","1,747.65",173.26
2009-11-02,"1,184.00","1,314.39","1,746.64",173.42
2009-10-30,"1,184.00","1,299.67","1,754.92",173.40
2009-10-29,"1,193.00","1,316.05","1,758.84",174.72
2009-10-28,"1,194.00","1,309.93","1,771.54",174.89
2009-10-27,"1,185.00","1,287.90","1,765.65",173.52
2009-10-26,"1,176.50","1,280.20","1,768.87",172.32
2009-10-23,"1,182.00","1,287.44","1,776.78",173.14
2009-10-22,"1,193.00","1,305.82","1,786.99",174.73
2009-10-21,"1,177.00","1,298.40","1,761.03",172.40
2009-10-20,"1,167.00","1,293.50","1,746.77",170.96
2009-10-19,"1,169.00","1,291.00","1,746.14",171.25
2009-10-16,"1,163.50","1,276.05","1,735.24",170.44
2009-10-15,"1,156.50","1,291.60","1,728.39",169.41
2009-10-14,"1,164.00","1,306.40","1,734.36",170.55
2009-10-13,"1,169.00","1,298.02","1,726.61",171.26
2009-10-12,"1,171.00","1,294.92","1,720.78",171.59
2009-10-09,"1,164.00","1,304.20","1,715.74",170.55
2009-10-08,"1,166.50","1,321.36","1,724.44",170.88
2009-10-07,"1,170.50","1,326.50","1,721.69",171.46
2009-10-06,"1,170.50","1,312.22","1,723.80",171.46
2009-10-05,"1,172.50","1,304.66","1,714.20",171.76
2009-10-01,"1,174.50","1,305.29","1,713.60",172.06
2009-09-30,"1,178.00","1,311.66","1,720.94",172.56
2009-09-29,"1,188.50","1,323.79","1,733.90",174.09
2009-09-28,"1,195.00","1,333.41","1,746.13",175.04
2009-09-25,"1,185.50","1,308.21","1,740.91",173.62
2009-09-24,"1,191.00","1,314.57","1,757.68",174.47
2009-09-23,"1,196.50","1,314.69","1,770.46",175.30
2009-09-22,"1,201.50","1,315.41","1,776.42",176.01
2009-09-21,"1,206.50","1,310.99","1,768.01",176.70
2009-09-18,"1,209.30","1,326.42","1,775.25",177.12
2009-09-17,"1,206.00","1,331.42","1,777.64",176.67
2009-09-16,"1,207.50","1,337.95","1,775.87",176.90
2009-09-15,"1,216.50","1,334.61","1,775.85",178.14
2009-09-14,"1,226.00","1,354.10","1,786.04",179.56
2009-09-11,"1,222.00","1,344.19","1,783.88",178.98
2009-09-10,"1,223.00","1,326.75","1,782.16",179.10
2009-09-09,"1,228.00","1,327.71","1,779.13",179.83
2009-09-08,"1,229.50","1,331.64","1,773.18",180.08
2009-09-07,"1,234.50","1,324.71","1,772.12",180.79
2009-09-04,"1,241.50","1,338.11","1,773.23",181.76
2009-09-03,"1,245.50","1,348.67","1,780.19",182.34
2009-09-02,"1,250.50","1,347.96","1,777.46",183.07
2009-09-01,"1,242.50","1,332.87","1,784.60",181.91
2009-08-31,"1,249.50","1,346.88","1,784.54",182.94
2009-08-28,"1,245.50","1,325.71","1,785.42",182.34
2009-08-27,"1,248.00","1,334.05","1,778.15",182.70
2009-08-26,"1,246.50","1,323.81","1,785.61",182.48
2009-08-25,"1,247.00","1,324.20","1,780.59",182.54
2009-08-24,"1,242.50","1,308.86","1,777.89",181.89
2009-08-21,"1,249.00","1,330.14","1,785.95",182.84
2009-08-20,"1,246.50","1,322.13","1,772.27",182.47
2009-08-19,"1,257.50","1,334.22","1,773.45",184.00
2009-08-18,"1,248.50","1,312.97","1,764.75",182.69
2009-08-17,"1,257.50","1,327.46","1,775.59",184.00
2009-08-14,"1,239.00","1,302.29","1,768.05",181.29
2009-08-13,"1,236.00","1,283.89","1,761.79",180.88
2009-08-12,"1,250.00","1,311.65","1,762.88",182.89
2009-08-11,"1,237.00","1,277.36","1,753.20",181.00
2009-08-10,"1,227.50","1,260.91","1,742.44",179.60
2009-08-07,"1,229.00","1,288.40","1,765.09",179.90
2009-08-06,"1,224.00","1,286.25","1,763.17",179.21
2009-08-05,"1,225.00","1,289.61","1,762.53",179.33
2009-08-04,"1,221.50","1,285.92","1,758.96",178.85
2009-08-03,"1,221.50","1,286.87","1,737.95",178.83
2009-07-31,"1,229.50","1,285.42","1,733.84",180.01
2009-07-30,"1,236.00","1,300.37","1,738.43",180.93
2009-07-29,"1,243.00","1,316.60","1,761.70",181.97
2009-07-28,"1,234.50","1,299.20","1,764.10",180.71
2009-07-27,"1,243.00","1,307.05","1,770.90",181.95
2009-07-24,"1,248.50","1,314.90","1,775.37",182.76
2009-07-23,"1,248.50","1,323.26","1,777.49",182.78
2009-07-22,"1,250.00","1,337.76","1,774.13",183.00
2009-07-21,"1,250.00","1,328.37","1,778.13",182.99
2009-07-20,"1,247.00","1,318.04","1,773.48",182.55
2009-07-17,"1,260.00","1,346.30","1,777.86",184.43
2009-07-16,"1,268.00","1,354.27","1,784.71",185.61
2009-07-15,"1,278.00","1,366.26","1,794.31",187.07
2009-07-14,"1,294.00","1,388.26","1,812.76",189.40
2009-07-13,"1,307.50","1,415.04","1,824.35",191.37
2009-07-10,"1,285.00","1,383.80","1,789.75",188.08
2009-07-09,"1,278.40","1,368.88","1,777.49",187.10
2009-07-08,"1,279.30","1,357.20","1,778.87",187.23
2009-07-07,"1,273.50","1,341.23","1,773.73",186.36
2009-07-06,"1,272.50","1,336.94","1,772.59",186.19
2009-07-03,"1,269.00","1,323.53","1,775.97",185.72
2009-07-02,"1,269.50","1,312.55","1,790.63",185.82
2009-07-01,"1,264.00","1,305.79","1,778.45",184.98
2009-06-30,"1,272.00","1,330.96","1,795.17",186.21
2009-06-29,"1,284.50","1,344.46","1,801.90",187.97
2009-06-26,"1,284.30","1,338.79","1,800.46",187.91
2009-06-25,"1,289.50","1,337.38","1,802.46",188.68
2009-06-24,"1,284.00","1,346.48","1,812.11",187.88
2009-06-23,"1,286.00","1,352.40","1,786.13",188.08
2009-06-22,"1,276.50","1,329.69","1,770.38",186.75
2009-06-19,"1,267.00","1,308.21","1,763.54",185.34
2009-06-18,"1,265.00","1,320.05","1,763.79",185.10
2009-06-17,"1,260.00","1,307.87","1,748.63",184.29
2009-06-16,"1,256.50","1,302.75","1,739.50",183.87
2009-06-15,"1,266.00","1,287.37","1,758.22",185.11
2009-06-12,"1,254.00","1,280.51","1,765.01",183.51
2009-06-11,"1,254.00","1,282.34","1,754.85",183.49
2009-06-10,"1,245.50","1,276.65","1,761.39",182.28
2009-06-09,"1,263.00","1,287.72","1,760.62",184.78
2009-06-08,"1,257.00","1,274.72","1,742.20",183.85
2009-06-05,"1,245.00","1,287.09","1,766.41",182.19
2009-06-04,"1,245.00","1,293.64","1,771.01",182.20
2009-06-03,"1,234.50","1,284.33","1,760.64",180.73
2009-06-02,"1,241.00","1,286.01","1,753.41",181.79
2009-06-01,"1,233.50","1,304.60","1,756.75",180.65
2009-05-29,"1,253.00","1,300.60","1,754.45",183.50
2009-05-28,"1,256.90","1,299.52","1,743.32",184.07
2009-05-27,"1,270.00","1,330.96","1,773.56",185.94
2009-05-26,"1,267.00","1,337.06","1,763.54",185.51
2009-05-25,"1,253.00","1,319.78","1,751.44",183.64
2009-05-22,"1,246.50","1,323.11","1,737.25",182.65
2009-05-21,"1,245.00","1,318.44","1,716.11",182.42
2009-05-20,"1,245.00","1,296.20","1,700.67",182.43
2009-05-19,"1,242.00","1,285.85","1,690.98",181.98
2009-05-18,"1,258.00","1,317.55","1,693.27",184.32
2009-05-15,"1,263.00","1,325.29","1,717.68",185.05
2009-05-14,"1,267.20","1,325.66","1,724.03",185.70
2009-05-13,"1,243.00","1,290.36","1,703.41",182.22
2009-05-12,"1,238.00","1,267.79","1,690.49",181.43
2009-05-11,"1,247.00","1,275.05","1,699.91",182.79
2009-05-08,"1,246.00","1,253.77","1,670.14",182.66
2009-05-07,"1,263.00","1,276.66","1,676.51",185.14
2009-05-06,"1,272.00","1,291.37","1,693.03",186.43
2009-05-04,"1,274.30","1,282.51","1,696.60",186.89
2009-04-30,"1,290.00","1,320.37","1,723.70",189.02
2009-04-29,"1,335.00","1,379.99","1,761.13",195.60
2009-04-28,"1,356.80","1,414.51","1,767.23",198.73
2009-04-27,"1,346.00","1,392.51","1,771.74",197.17
2009-04-24,"1,342.00","1,381.65","1,775.47",196.58
2009-04-23,"1,346.00","1,370.25","1,753.43",197.08
2009-04-22,"1,354.00","1,377.70","1,751.13",198.30
2009-04-21,"1,349.50","1,375.92","1,745.44",197.51
2009-04-20,"1,337.00","1,349.55","1,736.76",195.68
2009-04-17,"1,332.00","1,342.07","1,742.26",194.96
2009-04-16,"1,334.00","1,351.16","1,757.14",195.27
2009-04-15,"1,332.00","1,347.22","1,761.57",194.91
2009-04-14,"1,323.50","1,326.95","1,757.08",193.73
2009-04-13,"1,325.00","1,316.97","1,751.25",193.93
2009-04-10,"1,334.00","1,327.63","1,751.94",195.21
2009-04-09,"1,325.00","1,323.02","1,762.78",193.84
2009-04-08,"1,352.00","1,356.88","1,783.29",197.76
2009-04-07,"1,322.50","1,316.31","1,766.33",193.50
2009-04-06,"1,313.50","1,302.82","1,779.79",192.18
2009-04-03,"1,341.00","1,347.06","1,802.30",196.21
2009-04-02,"1,334.50","1,344.18","1,770.61",195.27
2009-04-01,"1,382.00","1,397.65","1,824.24",202.24
2009-03-31,"1,368.00","1,390.53","1,818.48",200.12
2009-03-30,"1,395.00","1,449.50","1,839.73",204.06
2009-03-27,"1,349.00","1,376.81","1,827.90",197.46
2009-03-26,"1,338.00","1,364.61","1,816.34",195.85
2009-03-25,"1,365.00","1,396.85","1,835.93",199.80
2009-03-24,"1,380.00","1,404.87","1,874.59",202.08
2009-03-23,"1,391.00","1,448.66","1,903.86",203.75
2009-03-20,"1,405.00","1,488.03","1,923.30",205.83
2009-03-19,"1,396.00","1,459.18","1,884.60",204.42
2009-03-18,"1,421.50","1,440.66","1,849.37",207.97
2009-03-17,"1,408.50","1,428.50","1,830.35",206.07
2009-03-16,"1,432.00","1,458.55","1,856.44",209.42
2009-03-13,"1,485.00","1,514.69","1,922.63",217.17
2009-03-12,"1,498.00","1,554.75","1,909.95",219.05
2009-03-11,"1,480.00","1,501.32","1,872.94",216.33
2009-03-10,"1,516.00","1,537.37","1,926.84",221.64
2009-03-09,"1,548.50","1,570.17","1,957.15",226.39
2009-03-06,"1,550.00","1,591.38","1,968.50",226.65
2009-03-05,"1,564.00","1,571.54","1,972.20",228.62
2009-03-04,"1,551.00","1,565.09","1,943.40",226.69
2009-03-03,"1,552.40","1,586.35","1,965.34",226.93
2009-03-02,"1,575.00","1,616.55","1,979.78",230.16
2009-02-27,"1,533.00","1,569.09","1,936.95",224.19
2009-02-26,"1,515.00","1,548.13","1,926.63",221.49
2009-02-25,"1,515.00","1,561.21","1,951.17",221.56
2009-02-24,"1,514.00","1,591.17","1,929.90",221.41
2009-02-23,"1,487.00","1,588.17","1,920.76",217.56
2009-02-20,"1,507.00","1,607.47","1,898.82",220.48
2009-02-19,"1,487.00","1,589.69","1,873.32",217.56
2009-02-18,"1,463.00","1,580.94","1,847.77",214.05
2009-02-17,"1,460.00","1,584.37","1,844.42",213.45
2009-02-16,"1,428.00","1,558.27","1,819.13",209.08
2009-02-13,"1,404.20","1,540.37","1,811.42",205.59
2009-02-12,"1,401.00","1,554.94","1,806.59",205.12
2009-02-11,"1,395.00","1,549.48","1,804.15",204.13
2009-02-10,"1,384.50","1,513.45","1,788.77",202.71
