,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY
2012-08-10,"1,130.00","1,439.49","1,387.64",177.66
2012-08-09,"1,127.00","1,435.30","1,390.61",177.32
2012-08-08,"1,128.00","1,440.25","1,396.35",177.17
2012-08-07,"1,127.00","1,437.13","1,398.27",176.93
2012-08-06,"1,129.00","1,440.97","1,395.90",177.27
2012-08-03,"1,133.50","1,448.93","1,384.00",177.83
2012-08-02,"1,131.00","1,442.60","1,388.75",177.62
2012-08-01,"1,127.00","1,442.28","1,388.01",176.94
2012-07-31,"1,128.50","1,441.80","1,383.54",177.38
2012-07-30,"1,137.50","1,455.53","1,394.92",178.27
2012-07-27,"1,140.00","1,458.55","1,395.82",178.71
2012-07-26,"1,147.00","1,467.31","1,390.85",179.72
2012-07-25,"1,148.70","1,468.17","1,392.57",179.77
2012-07-24,"1,147.00","1,467.13","1,389.25",179.61
2012-07-23,"1,147.50","1,470.21","1,390.31",179.66
2012-07-20,"1,140.50","1,451.02","1,398.02",178.96
2012-07-19,"1,139.50","1,449.38","1,397.71",178.80
2012-07-18,"1,142.00","1,444.84","1,403.18",179.27
2012-07-17,"1,142.00","1,444.11","1,405.46",179.15
2012-07-16,"1,147.00","1,450.61","1,400.72",179.89
2012-07-13,"1,150.50","1,451.55","1,404.99",180.35
2012-07-12,"1,151.50","1,451.17","1,407.02",180.81
2012-07-11,"1,141.00","1,439.75","1,402.29",179.24
2012-07-10,"1,142.00","1,439.92","1,406.03",179.38
2012-07-09,"1,143.00","1,434.49","1,402.80",179.41
2012-07-06,"1,138.50","1,425.98","1,409.80",178.90
2012-07-05,"1,135.00","1,424.81","1,419.43",178.67
2012-07-04,"1,136.50","1,424.19","1,430.85",179.03
2012-07-03,"1,136.00","1,423.38","1,431.13",178.81
2012-07-02,"1,143.00","1,434.13","1,445.32",180.09
2012-06-29,"1,146.50","1,443.23","1,440.23",180.34
2012-06-28,"1,155.50","1,457.68","1,436.29",181.70
2012-06-27,"1,157.00","1,453.88","1,445.44",181.84
2012-06-26,"1,158.50","1,459.99","1,446.73",182.06
2012-06-25,"1,161.00","1,449.98","1,452.29",182.35
2012-06-22,"1,159.00","1,441.54","1,454.20",182.09
2012-06-21,"1,152.00","1,445.60","1,459.24",181.00
2012-06-20,"1,151.00","1,458.44","1,462.35",180.98
2012-06-19,"1,155.00","1,463.88","1,455.53",181.68
2012-06-18,"1,159.50","1,466.61","1,466.54",182.52
2012-06-15,"1,163.00","1,472.90","1,469.45",182.78
2012-06-14,"1,166.00","1,469.81","1,462.75",183.07
2012-06-13,"1,166.00","1,465.19","1,459.60",183.03
2012-06-12,"1,169.00","1,469.33","1,461.72",183.47
2012-06-11,"1,166.00","1,465.19","1,469.28",183.04
2012-06-08,"1,174.00","1,482.32","1,462.33",184.39
2012-06-07,"1,170.00","1,473.55","1,469.52",183.85
2012-06-05,"1,180.50","1,510.17","1,466.30",185.45
2012-06-04,"1,182.00","1,514.80","1,468.28",185.57
2012-06-01,"1,179.00","1,506.52","1,454.89",185.12
2012-05-31,"1,177.50","1,492.77","1,461.51",184.77
2012-05-30,"1,178.00","1,484.94","1,467.20",185.39
2012-05-29,"1,174.50","1,477.36","1,474.23",185.10
2012-05-25,"1,180.00","1,482.23","1,484.68",185.94
2012-05-24,"1,184.00","1,491.18","1,486.99",186.71
2012-05-23,"1,173.50","1,477.22","1,484.01",185.37
2012-05-22,"1,163.50","1,461.50","1,486.95",184.02
2012-05-21,"1,167.50","1,470.22","1,491.83",184.50
2012-05-18,"1,170.00","1,474.85","1,484.38",184.86
2012-05-17,"1,164.00","1,448.84","1,480.61",184.03
2012-05-16,"1,167.50","1,453.38","1,484.59",184.67
2012-05-15,"1,153.00","1,442.69","1,481.84",182.52
2012-05-14,"1,152.50","1,439.55","1,483.04",182.33
2012-05-11,"1,147.00","1,435.01","1,485.02",181.65
2012-05-10,"1,141.50","1,431.71","1,478.01",180.90
2012-05-09,"1,140.00","1,429.47","1,479.72",180.73
2012-05-08,"1,136.00","1,422.85","1,478.16",180.09
2012-05-07,"1,137.50","1,425.62","1,480.12",180.33
2012-05-04,"1,132.00","1,411.65","1,486.09",179.53
2012-05-03,"1,129.00","1,405.98","1,483.84",179.06
2012-05-02,"1,128.00","1,404.21","1,485.01",178.93
2012-04-30,"1,128.50","1,407.81","1,493.34",178.85
2012-04-27,"1,134.00","1,407.47","1,497.79",179.71
2012-04-26,"1,135.00","1,398.64","1,502.29",179.99
2012-04-25,"1,139.50","1,404.02","1,506.42",180.66
2012-04-24,"1,140.00","1,404.81","1,501.04",180.70
2012-04-23,"1,140.50","1,406.64","1,499.76",180.78
2012-04-20,"1,140.00","1,396.03","1,500.47",180.70
2012-04-19,"1,137.50","1,396.56","1,493.77",180.47
2012-04-18,"1,137.50","1,394.68","1,488.76",180.50
2012-04-17,"1,137.50","1,410.07","1,495.24",180.62
2012-04-16,"1,138.00","1,411.39","1,481.22",180.07
2012-04-13,"1,134.50","1,402.00","1,491.87",180.11
2012-04-12,"1,140.00","1,406.02","1,496.25",180.72
2012-04-10,"1,140.50","1,403.17","1,493.26",180.84
2012-04-09,"1,138.50","1,400.02","1,488.93",180.51
2012-04-06,"1,131.50","1,372.18","1,478.53",179.46
2012-04-05,"1,129.50","1,374.76","1,481.68",178.94
2012-04-04,"1,129.50","1,366.11","1,488.23",179.34
2012-04-03,"1,122.50","1,367.73","1,497.19",178.22
2012-04-02,"1,126.00","1,360.89","1,503.44",178.79
2012-03-30,"1,132.00","1,378.30","1,510.20",179.67
2012-03-29,"1,136.50","1,378.91","1,514.50",180.11
2012-03-28,"1,135.00","1,369.62","1,515.23",179.97
2012-03-27,"1,133.00","1,367.70","1,511.99",179.66
2012-03-26,"1,141.00","1,376.86","1,507.26",180.68
2012-03-23,"1,134.00","1,372.72","1,505.04",179.88
2012-03-22,"1,131.00","1,365.61","1,488.40",179.54
2012-03-21,"1,127.00","1,345.19","1,496.09",178.20
2012-03-20,"1,127.00","1,346.48","1,490.23",178.29
2012-03-19,"1,123.00","1,350.90","1,476.52",177.73
2012-03-16,"1,127.00","1,344.39","1,471.64",178.26
2012-03-15,"1,127.00","1,345.03","1,469.83",177.98
2012-03-14,"1,127.50","1,351.27","1,472.29",177.93
2012-03-13,"1,123.00","1,357.10","1,474.50",177.51
2012-03-12,"1,124.00","1,366.73","1,473.11",177.74
2012-03-09,"1,119.00","1,368.81","1,480.44",177.40
2012-03-08,"1,118.00","1,371.44","1,472.63",177.11
2012-03-07,"1,124.50","1,394.82","1,476.13",178.19
2012-03-06,"1,123.00","1,380.96","1,481.69",178.04
2012-03-05,"1,119.00","1,376.72","1,476.52",177.42
2012-03-02,"1,116.50","1,369.43","1,479.92",177.30
2012-02-29,"1,116.00","1,385.30","1,502.47",177.32
2012-02-28,"1,125.00","1,393.71","1,512.68",178.51
2012-02-27,"1,129.50","1,396.86","1,515.56",179.35
2012-02-24,"1,127.50","1,399.23","1,510.29",179.04
2012-02-23,"1,127.00","1,405.76","1,498.01",179.02
2012-02-22,"1,126.00","1,404.34","1,489.92",178.83
2012-02-21,"1,123.00","1,407.80","1,489.43",178.35
2012-02-20,"1,124.00","1,414.73","1,483.23",178.38
2012-02-17,"1,126.50","1,425.77","1,478.53",178.84
2012-02-16,"1,133.00","1,439.10","1,471.09",179.84
2012-02-15,"1,122.00","1,430.21","1,476.66",178.11
2012-02-14,"1,124.00","1,441.77","1,480.31",178.48
2012-02-13,"1,119.00","1,440.90","1,486.37",177.63
2012-02-10,"1,124.50","1,449.10","1,491.54",178.52
2012-02-09,"1,116.00","1,446.53","1,484.28",177.27
2012-02-08,"1,116.00","1,447.85","1,481.27",177.23
2012-02-07,"1,118.00","1,458.20","1,469.95",177.25
2012-02-06,"1,122.00","1,463.22","1,465.67",177.86
2012-02-03,"1,118.00","1,467.19","1,470.17",177.40
2012-02-02,"1,118.00","1,468.93","1,469.61",177.46
2012-02-01,"1,125.50","1,477.42","1,470.80",178.57
2012-01-31,"1,122.00","1,470.90","1,478.80",177.87
2012-01-30,"1,128.00","1,471.43","1,483.32",178.11
2012-01-27,"1,124.00","1,457.47","1,472.89",177.46
2012-01-26,"1,123.00","1,447.16","1,472.25",177.30
2012-01-25,"1,126.50","1,443.68","1,467.83",177.85
2012-01-20,"1,136.00","1,470.93","1,468.85",179.35
2012-01-19,"1,137.00","1,481.05","1,463.55",179.91
2012-01-18,"1,143.00","1,490.22","1,458.13",181.03
2012-01-17,"1,143.00","1,491.58","1,457.90",181.01
2012-01-16,"1,153.00","1,500.91","1,461.43",182.59
2012-01-13,"1,148.50","1,497.20","1,476.97",182.10
2012-01-12,"1,158.00","1,504.68","1,473.21",183.29
2012-01-11,"1,157.00","1,503.57","1,477.95",183.20
2012-01-10,"1,158.00","1,506.44","1,476.45",183.38
2012-01-09,"1,160.00","1,508.45","1,480.86",183.66
2012-01-06,"1,161.00","1,504.67","1,487.01",184.06
2012-01-05,"1,154.00","1,502.02","1,484.51",183.19
2012-01-04,"1,147.50","1,496.87","1,495.77",182.32
2012-01-03,"1,151.00","1,498.70","1,494.57",182.87
2012-01-02,"1,155.00","1,500.97","1,495.73",183.51
2011-12-30,"1,159.00","1,493.17","1,497.20",184.09
2011-12-29,"1,153.30","1,483.73","1,490.64",182.52
2011-12-28,"1,156.00","1,486.43","1,509.97",182.82
2011-12-27,"1,156.00","1,483.76","1,511.24",182.91
2011-12-26,"1,154.50","1,480.51","1,507.66",182.75
2011-12-23,"1,150.00","1,473.41","1,504.09",181.40
2011-12-22,"1,151.00","1,473.94","1,507.12",181.58
2011-12-21,"1,147.00","1,474.67","1,507.50",181.05
2011-12-20,"1,161.00","1,490.18","1,513.25",183.02
2011-12-19,"1,168.00","1,500.13","1,521.44",184.29
2011-12-16,"1,157.50","1,485.31","1,506.95",182.33
2011-12-15,"1,159.00","1,485.90","1,506.93",181.84
2011-12-14,"1,157.00","1,483.14","1,507.22",181.63
2011-12-13,"1,152.50","1,481.93","1,520.38",181.04
2011-12-12,"1,147.00","1,476.57","1,527.12",180.37
2011-12-09,"1,146.50","1,475.55","1,528.06",180.19
2011-12-08,"1,131.00","1,457.10","1,517.46",177.73
2011-12-07,"1,126.00","1,449.16","1,513.68",176.93
2011-12-06,"1,130.00","1,453.94","1,512.17",177.56
2011-12-05,"1,127.00","1,446.17","1,516.04",177.12
2011-12-02,"1,128.00","1,449.87","1,521.00",177.27
2011-12-01,"1,128.00","1,452.11","1,516.93",177.25
2011-11-30,"1,145.50","1,468.59","1,520.99",179.64
2011-11-29,"1,146.00","1,472.82","1,527.39",179.74
2011-11-28,"1,153.50","1,484.56","1,539.35",180.69
2011-11-25,"1,165.00","1,504.97","1,546.42",182.56
2011-11-24,"1,154.00","1,494.43","1,543.24",181.34
2011-11-23,"1,151.00","1,494.03","1,548.10",181.02
2011-11-22,"1,143.00","1,485.57","1,547.51",179.68
2011-11-21,"1,142.00","1,487.37","1,536.45",179.53
2011-11-18,"1,139.00","1,482.88","1,538.22",179.05
2011-11-17,"1,133.00","1,472.00","1,525.92",178.40
2011-11-16,"1,131.00","1,470.17","1,531.03",178.26
2011-11-15,"1,127.00","1,462.69","1,530.69",177.51
2011-11-14,"1,124.00","1,459.55","1,543.25",176.92
2011-11-11,"1,126.00","1,455.34","1,538.57",177.56
2011-11-10,"1,133.00","1,458.92","1,539.07",178.43
2011-11-09,"1,116.50","1,438.23","1,541.22",176.11
2011-11-08,"1,119.00","1,434.25","1,541.42",176.33
2011-11-07,"1,122.00","1,436.99","1,539.16",176.75
2011-11-04,"1,114.00","1,427.11","1,536.54",175.71
2011-11-03,"1,130.50","1,448.80","1,550.48",178.09
2011-11-02,"1,118.00","1,431.50","1,539.82",175.95
2011-11-01,"1,120.50","1,434.52","1,534.41",176.44
2011-10-31,"1,108.50","1,403.70","1,555.78",174.54
2011-10-28,"1,104.00","1,455.31","1,565.80",173.76
2011-10-27,"1,112.00","1,465.09","1,556.24",174.95
2011-10-26,"1,132.00","1,491.44","1,576.42",178.27
2011-10-25,"1,127.00","1,480.56","1,569.35",177.21
2011-10-24,"1,136.50","1,491.08","1,573.83",178.41
2011-10-21,"1,150.00","1,499.74","1,582.29",180.17
2011-10-20,"1,142.00","1,487.75","1,567.97",178.91
2011-10-19,"1,134.00","1,477.14","1,566.96",177.84
2011-10-18,"1,150.00","1,496.42","1,573.43",180.31
2011-10-17,"1,139.00","1,471.58","1,581.84",178.81
2011-10-14,"1,156.00","1,502.47","1,595.86",181.23
2011-10-13,"1,158.00","1,502.73","1,592.02",181.58
2011-10-12,"1,162.00","1,519.95","1,598.68",182.60
2011-10-11,"1,170.00","1,525.42","1,592.02",183.62
2011-10-10,"1,167.00","1,523.90","1,584.20",183.84
2011-10-07,"1,180.00","1,538.86","1,585.33",185.10
2011-10-06,"1,185.00","1,545.79","1,584.94",185.88
2011-10-05,"1,193.00","1,556.02","1,589.08",187.14
2011-10-04,"1,193.00","1,556.43","1,572.37",187.14
2011-09-30,"1,179.00","1,534.36","1,595.54",184.70
2011-09-29,"1,172.00","1,532.63","1,600.01",183.30
2011-09-28,"1,169.00","1,528.90","1,591.48",182.93
2011-09-27,"1,174.50","1,536.30","1,583.70",184.08
2011-09-26,"1,193.00","1,560.70","1,605.66",186.64
2011-09-23,"1,172.00","1,536.65","1,587.83",183.40
2011-09-22,"1,193.00","1,561.52","1,613.77",186.70
2011-09-21,"1,155.00","1,512.37","1,579.69",181.01
2011-09-20,"1,145.00","1,495.56","1,563.50",179.37
2011-09-19,"1,136.00","1,477.82","1,552.00",177.76
2011-09-16,"1,108.50","1,444.30","1,528.07",173.67
2011-09-15,"1,112.00","1,449.24","1,530.56",174.01
2011-09-14,"1,109.00","1,441.57","1,514.89",173.43
2011-09-09,"1,078.50","1,390.18","1,493.40",168.83
2011-09-08,"1,073.50","1,387.85","1,510.84",168.11
2011-09-07,"1,071.00","1,388.02","1,509.15",167.47
2011-09-06,"1,072.50","1,385.48","1,520.81",167.84
2011-09-05,"1,068.80","1,391.12","1,512.25",167.44
2011-09-02,"1,062.00","1,382.63","1,513.03",166.42
2011-09-01,"1,062.00","1,381.37","1,518.45",166.54
2011-08-31,"1,066.00","1,391.64","1,539.30",167.12
2011-08-30,"1,074.00","1,400.08","1,550.21",168.31
2011-08-29,"1,074.00","1,402.45","1,558.70",168.31
2011-08-26,"1,082.00","1,405.38","1,562.41",169.43
2011-08-25,"1,085.00","1,408.18","1,568.26",169.85
2011-08-24,"1,082.00","1,412.90","1,561.33",169.36
2011-08-23,"1,077.00","1,405.82","1,558.96",168.31
2011-08-22,"1,082.50","1,411.34","1,559.45",169.17
2011-08-19,"1,084.50","1,419.13","1,551.81",169.68
2011-08-18,"1,074.50","1,402.74","1,550.29",168.23
2011-08-17,"1,072.00","1,399.48","1,543.47",167.84
2011-08-16,"1,072.00","1,395.47","1,542.07",167.85
2011-08-12,"1,081.00","1,409.02","1,538.80",169.16
2011-08-11,"1,081.00","1,412.52","1,540.75",169.07
2011-08-10,"1,082.00","1,411.06","1,553.43",168.65
2011-08-09,"1,084.50","1,401.16","1,545.95",168.51
2011-08-08,"1,080.00","1,388.17","1,548.72",167.86
2011-08-05,"1,069.00","1,361.78","1,514.02",165.99
2011-08-04,"1,062.00","1,337.53","1,514.94",164.87
2011-08-03,"1,058.00","1,370.11","1,509.24",164.33
2011-08-02,"1,053.00","1,360.11","1,494.52",163.54
2011-08-01,"1,049.00","1,354.95","1,509.51",163.02
2011-07-29,"1,054.00","1,358.07","1,505.01",163.75
2011-07-28,"1,051.00","1,352.81","1,511.02",163.14
2011-07-27,"1,050.50","1,352.17","1,522.70",163.08
2011-07-26,"1,051.00","1,346.40","1,522.90",163.20
2011-07-25,"1,055.00","1,349.45","1,515.93",163.67
2011-07-22,"1,052.00","1,338.76","1,515.83",163.09
2011-07-21,"1,055.50","1,338.96","1,503.03",163.60
2011-07-20,"1,056.00","1,339.08","1,497.09",163.56
2011-07-19,"1,056.50","1,336.83","1,498.43",163.48
2011-07-18,"1,061.50","1,342.82","1,491.51",164.23
2011-07-15,"1,059.50","1,337.41","1,497.60",164.09
2011-07-14,"1,057.00","1,338.31","1,504.43",163.65
2011-07-13,"1,060.00","1,336.70","1,489.83",163.78
2011-07-12,"1,069.00","1,342.96","1,485.91",165.12
2011-07-11,"1,060.00","1,312.37","1,498.73",163.97
2011-07-08,"1,057.00","1,299.32","1,512.78",163.48
2011-07-07,"1,064.50","1,315.01","1,522.77",164.58
2011-07-06,"1,065.00","1,315.79","1,530.41",164.65
2011-07-05,"1,065.00","1,313.03","1,542.65",164.78
2011-07-04,"1,064.00","1,320.10","1,545.14",164.58
2011-07-01,"1,067.00","1,321.69","1,550.03",165.06
2011-06-30,"1,067.50","1,327.90","1,546.49",165.16
2011-06-29,"1,076.00","1,326.92","1,547.83",166.32
2011-06-28,"1,082.50","1,339.73","1,545.81",167.28
2011-06-27,"1,086.00","1,344.39","1,539.41",167.61
2011-06-24,"1,081.00","1,346.87","1,544.64",166.96
2011-06-23,"1,077.50","1,338.51","1,538.02",166.56
2011-06-22,"1,074.00","1,338.82","1,546.45",166.17
2011-06-21,"1,078.00","1,344.31","1,546.82",166.71
2011-06-20,"1,086.50","1,353.05","1,546.63",167.80
2011-06-17,"1,086.50","1,350.53","1,539.57",168.03
2011-06-16,"1,089.00","1,349.11","1,540.83",168.14
2011-06-15,"1,083.50","1,341.96","1,555.69",167.25
2011-06-14,"1,083.00","1,349.03","1,566.02",167.19
2011-06-13,"1,085.00","1,349.33","1,555.56",167.28
2011-06-10,"1,083.00","1,352.74","1,568.29",167.21
2011-06-09,"1,083.00","1,352.74","1,584.97",167.24
2011-06-08,"1,081.50","1,354.41","1,584.40",167.00
2011-06-07,"1,080.00","1,347.14","1,584.47",166.69
2011-06-03,"1,079.50","1,339.66","1,564.74",166.50
2011-06-02,"1,079.50","1,333.54","1,555.56",166.62
2011-06-01,"1,074.50","1,320.51","1,547.92",165.83
2011-05-31,"1,078.50","1,321.53","1,554.01",166.36
2011-05-30,"1,079.50","1,335.52","1,542.07",166.49
2011-05-27,"1,083.00","1,337.04","1,540.03",166.86
2011-05-26,"1,089.00","1,331.30","1,542.79",167.86
2011-05-25,"1,099.50","1,338.89","1,545.90",169.19
2011-05-24,"1,093.50","1,334.68","1,540.74",168.30
2011-05-23,"1,098.00","1,346.25","1,535.77",168.77
2011-05-20,"1,082.50","1,327.08","1,552.09",166.72
2011-05-19,"1,087.00","1,326.58","1,545.28",167.08
2011-05-18,"1,089.00","1,343.12","1,552.37",167.39
2011-05-17,"1,090.00","1,334.31","1,545.84",167.47
2011-05-16,"1,092.00","1,350.15","1,543.21",167.83
2011-05-13,"1,085.00","1,346.82","1,553.18",166.96
2011-05-12,"1,088.00","1,343.21","1,544.20",167.44
2011-05-11,"1,075.00","1,332.59","1,549.83",165.59
2011-05-09,"1,081.00","1,340.53","1,559.34",166.48
2011-05-06,"1,086.00","1,350.75","1,577.85",167.25
2011-05-04,"1,074.00","1,326.25","1,597.04",165.33
2011-05-03,"1,070.00","1,321.15","1,583.49",164.75
2011-05-02,"1,065.00","1,306.91","1,577.58",164.07
2011-04-29,"1,069.00","1,311.98","1,587.47",164.63
2011-04-28,"1,072.00","1,314.53","1,590.85",164.85
2011-04-27,"1,079.50","1,319.68","1,584.60",165.77
2011-04-26,"1,084.50","1,326.61","1,585.86",166.14
2011-04-25,"1,081.50","1,318.42","1,579.10",165.56
2011-04-22,"1,080.50","1,318.49","1,573.75",165.87
2011-04-21,"1,080.00","1,315.79","1,578.85",165.67
2011-04-20,"1,080.00","1,304.03","1,562.65",165.46
2011-04-19,"1,090.00","1,321.85","1,553.69",166.85
2011-04-18,"1,088.50","1,313.98","1,560.26",166.67
2011-04-15,"1,090.00","1,309.31","1,576.14",166.89
2011-04-14,"1,088.50","1,305.94","1,577.13",166.60
2011-04-13,"1,087.00","1,294.82","1,576.48",166.38
2011-04-12,"1,091.00","1,293.27","1,576.06",166.72
2011-04-11,"1,086.00","1,283.23","1,569.16",166.17
2011-04-08,"1,083.50","1,271.71","1,560.67",165.69
2011-04-07,"1,088.50","1,276.83","1,556.23",166.33
2011-04-06,"1,086.00","1,279.91","1,552.44",166.01
2011-04-05,"1,090.00","1,293.31","1,546.06",166.67
2011-04-04,"1,087.00","1,293.28","1,544.63",166.23
2011-04-01,"1,091.00","1,303.31","1,545.62",166.60
2011-03-31,"1,096.50","1,323.96","1,558.13",167.43
2011-03-30,"1,101.00","1,325.55","1,553.95",167.81
2011-03-29,"1,110.50","1,359.07","1,571.02",169.26
2011-03-28,"1,114.00","1,362.69","1,567.29",169.89
2011-03-25,"1,113.50","1,371.64","1,575.60",169.73
2011-03-24,"1,119.50","1,384.15","1,577.82",170.71
2011-03-23,"1,123.00","1,389.51","1,593.42",171.19
2011-03-22,"1,120.00","1,381.01","1,594.88",170.76
2011-03-21,"1,124.00","1,385.43","1,593.16",171.30
2011-03-18,"1,129.00","1,386.47","1,586.58",171.88
2011-03-17,"1,134.00","1,434.90","1,585.11",172.56
2011-03-16,"1,131.00","1,399.41","1,580.01",172.08
2011-03-15,"1,134.00","1,390.90","1,580.23",172.60
2011-03-14,"1,127.00","1,377.25","1,568.11",171.43
2011-03-11,"1,123.50","1,358.36","1,554.25",170.91
2011-03-10,"1,123.00","1,355.30","1,554.23",170.88
2011-03-09,"1,116.50","1,347.13","1,548.59",169.97
2011-03-08,"1,118.00","1,355.97","1,557.71",170.25
2011-03-07,"1,118.50","1,363.03","1,563.10",170.31
2011-03-04,"1,116.00","1,354.20","1,557.94",169.89
2011-03-03,"1,121.00","1,370.25","1,553.03",170.56
2011-03-02,"1,127.00","1,376.24","1,552.78",171.53
2011-02-28,"1,128.00","1,378.97","1,556.08",171.57
2011-02-25,"1,128.00","1,376.45","1,557.09",171.57
2011-02-24,"1,135.00","1,384.99","1,560.51",172.64
2011-02-23,"1,123.50","1,358.52","1,540.09",170.74
2011-02-22,"1,129.00","1,359.42","1,530.13",171.66
2011-02-21,"1,117.50","1,344.28","1,530.30",170.17
2011-02-18,"1,113.00","1,334.53","1,511.34",169.33
2011-02-17,"1,117.00","1,336.92","1,514.09",169.58
2011-02-16,"1,116.50","1,333.93","1,512.86",169.45
2011-02-15,"1,121.00","1,342.51","1,515.26",170.12
2011-02-14,"1,124.50","1,350.10","1,514.59",170.61
2011-02-11,"1,127.00","1,349.86","1,527.65",171.10
2011-02-10,"1,120.50","1,354.57","1,528.36",170.04
2011-02-09,"1,109.00","1,342.78","1,513.01",168.29
2011-02-08,"1,102.00","1,343.41","1,501.81",168.10
2011-02-07,"1,106.00","1,344.52","1,506.70",168.64
2011-02-01,"1,117.00","1,364.69","1,531.97",169.41
2011-01-31,"1,121.50","1,366.02","1,526.70",169.80
2011-01-28,"1,114.00","1,348.18","1,525.62",169.25
2011-01-27,"1,115.00","1,346.62","1,523.42",169.41
2011-01-26,"1,116.50","1,360.76","1,529.05",169.61
2011-01-25,"1,118.50","1,356.58","1,525.41",169.96
2011-01-24,"1,121.50","1,353.65","1,522.66",170.35
2011-01-21,"1,122.00","1,355.24","1,520.09",170.40
2011-01-20,"1,121.00","1,364.91","1,509.65",170.30
2011-01-19,"1,112.00","1,352.80","1,496.20",168.92
2011-01-18,"1,113.50","1,350.02","1,489.64",169.13
2011-01-17,"1,117.00","1,346.76","1,484.83",169.53
2011-01-14,"1,115.00","1,351.35","1,496.22",169.27
2011-01-13,"1,113.00","1,339.19","1,461.04",168.59
2011-01-12,"1,119.00","1,347.22","1,456.04",169.45
2011-01-11,"1,124.00","1,352.75","1,454.12",169.79
2011-01-10,"1,125.50","1,353.58","1,450.43",169.63
2011-01-07,"1,125.50","1,346.45","1,460.22",169.70
2011-01-06,"1,118.00","1,345.69","1,467.26",168.75
2011-01-05,"1,127.00","1,373.39","1,492.15",170.29
2011-01-04,"1,121.00","1,364.08","1,497.10",169.73
2011-01-03,"1,125.00","1,383.42","1,496.25",170.71
2010-12-31,"1,120.00","1,376.26","1,494.08",169.88
2010-12-30,"1,134.00","1,391.24","1,500.85",171.71
2010-12-29,"1,144.00","1,391.73","1,501.04",172.75
2010-12-28,"1,148.50","1,394.15","1,520.04",173.40
2010-12-27,"1,151.00","1,390.60","1,512.99",173.68
2010-12-24,"1,150.00","1,387.21","1,511.10",173.53
2010-12-23,"1,151.00","1,386.75","1,507.23",173.28
2010-12-22,"1,151.00","1,375.15","1,512.76",173.19
2010-12-21,"1,155.00","1,379.60","1,519.40",173.44
2010-12-20,"1,155.00","1,377.30","1,519.98",173.05
2010-12-17,"1,155.00","1,375.33","1,535.92",173.33
2010-12-16,"1,152.00","1,370.12","1,526.17",172.95
2010-12-15,"1,157.00","1,378.20","1,543.90",173.81
2010-12-14,"1,141.00","1,368.93","1,533.96",171.42
2010-12-13,"1,144.00","1,357.54","1,510.77",171.75
2010-12-10,"1,140.00","1,361.68","1,508.79",171.45
2010-12-09,"1,139.00","1,359.03","1,512.59",171.16
2010-12-08,"1,144.00","1,364.02","1,512.02",171.85
2010-12-07,"1,132.00","1,367.98","1,509.52",170.36
2010-12-06,"1,135.00","1,370.44","1,510.69",170.61
2010-12-03,"1,138.50","1,361.19","1,506.80",170.91
2010-12-02,"1,152.00","1,370.61","1,512.46",173.02
2010-12-01,"1,148.00","1,369.93","1,500.44",172.19
2010-11-30,"1,159.50","1,379.70","1,514.89",173.92
2010-11-29,"1,152.50","1,372.51","1,528.10",172.93
2010-11-26,"1,152.00","1,373.88","1,530.32",172.97
2010-11-25,"1,138.00","1,363.04","1,518.09",171.04
2010-11-24,"1,148.50","1,383.57","1,532.67",172.62
2010-11-23,"1,160.00","1,387.06","1,574.70",174.58
2010-11-22,"1,127.00","1,350.83","1,548.39",169.78
2010-11-19,"1,131.00","1,358.56","1,549.13",170.30
2010-11-18,"1,133.00","1,361.62","1,542.24",170.77
2010-11-17,"1,148.00","1,375.18","1,550.26",172.68
2010-11-16,"1,127.50","1,355.66","1,534.53",169.71
2010-11-15,"1,137.00","1,370.54","1,549.16",171.03
2010-11-12,"1,128.00","1,376.45","1,538.93",169.89
2010-11-11,"1,108.00","1,348.59","1,525.16",167.23
2010-11-10,"1,110.00","1,359.46","1,534.24",167.27
2010-11-09,"1,113.00","1,376.28","1,541.51",167.33
2010-11-08,"1,114.00","1,371.92","1,555.59",166.73
2010-11-05,"1,107.00","1,372.77","1,571.39",166.40
2010-11-04,"1,105.00","1,364.20","1,569.65",165.64
2010-11-03,"1,106.00","1,371.53","1,552.27",165.79
2010-11-02,"1,112.50","1,380.96","1,552.83",166.49
2010-11-01,"1,117.00","1,387.75","1,559.89",167.17
2010-10-29,"1,125.00","1,392.50","1,554.86",168.47
2010-10-28,"1,125.50","1,383.70","1,555.89",168.21
2010-10-27,"1,131.00","1,380.45","1,561.91",169.35
2010-10-26,"1,119.00","1,380.63","1,561.34",167.87
2010-10-25,"1,116.00","1,386.16","1,566.19",167.59
2010-10-22,"1,130.00","1,390.26","1,569.46",169.74
2010-10-21,"1,127.50","1,391.29","1,582.67",169.63
2010-10-20,"1,129.00","1,390.05","1,559.94",169.67
2010-10-19,"1,127.00","1,385.20","1,569.57",169.58
2010-10-18,"1,119.50","1,378.02","1,552.52",168.50
2010-10-15,"1,112.50","1,370.41","1,568.07",167.38
2010-10-14,"1,111.00","1,369.07","1,563.18",166.89
2010-10-13,"1,121.00","1,368.24","1,567.83",167.97
2010-10-12,"1,134.00","1,382.93","1,562.65",169.90
2010-10-11,"1,119.50","1,363.91","1,561.70",167.92
2010-10-08,"1,123.50","1,364.13","1,562.23",168.37
2010-10-07,"1,117.50","1,354.22","1,561.71",167.00
2010-10-06,"1,118.80","1,346.82","1,550.88",167.19
