,date,usd,jpy,eur,cny
1027,2008-05-28,"1,037.00",996.73,"1,631.10",149.47
1028,2008-05-29,"1,030.30",981.52,"1,607.47",148.54
1029,2008-05-30,"1,030.10",976.58,"1,594.49",148.51
1030,2008-06-02,"1,023.70",974.49,"1,590.83",147.59
1031,2008-06-03,"1,016.90",975.72,"1,584.33",146.8
1032,2008-06-04,"1,017.30",970.06,"1,571.73",146.67
1033,2008-06-05,"1,023.50",966.39,"1,580.18",147.56
1034,2008-06-09,"1,031.80",980.80,"1,633.86",149.04
1035,2008-06-10,"1,026.00",961.75,"1,596.66",148.27
1036,2008-06-11,"1,030.00",958.14,"1,596.81",148.78
1037,2008-06-12,"1,035.00",963.42,"1,596.90",149.84
1038,2008-06-13,"1,043.00",965.29,"1,607.26",151.09
1039,2008-06-16,"1,040.00",958.53,"1,599.00",150.68
1040,2008-06-17,"1,025.00",951.72,"1,590.60",148.72
1041,2008-06-18,"1,030.00",952.82,"1,599.59",149.67
1042,2008-06-19,"1,028.00",955.92,"1,596.69",149.48
1043,2008-06-20,"1,029.00",954.99,"1,599.58",149.63
1044,2008-06-23,"1,041.00",968.82,"1,620.52",151.53
1045,2008-06-24,"1,034.50",958.31,"1,611.13",150.58
1046,2008-06-25,"1,039.00",962.75,"1,615.65",151.3
1047,2008-06-26,"1,038.00",959.78,"1,623.85",151.29
1048,2008-06-27,"1,042.50",975.21,"1,641.94",151.95
1049,2008-06-30,"1,046.00",992.88,"1,653.20",152.57
1050,2008-07-01,"1,047.00",988.20,"1,647.98",152.71
1051,2008-07-02,"1,042.00",982.56,"1,649.90",151.98
1052,2008-07-03,"1,045.00",986.04,"1,660.30",152.51
1053,2008-07-04,"1,050.40",983.98,"1,649.65",153.34
1054,2008-07-07,"1,042.90",970.14,"1,630.05",152.2
1055,2008-07-08,"1,032.70",966.68,"1,620.31",150.67
1056,2008-07-09,"1,006.50",937.41,"1,580.00",146.85
1057,2008-07-10,"1,003.50",935.75,"1,578.30",146.62
1058,2008-07-11,"1,003.00",935.02,"1,582.13",146.72
1059,2008-07-14,"1,004.60",941.96,"1,594.70",147.15
1060,2008-07-15,"1,010.50",956.73,"1,613.26",148.02
1061,2008-07-16,"1,009.30",968.15,"1,605.80",148.1
1062,2008-07-17,"1,012.80",962.55,"1,605.29",148.57
1063,2008-07-18,"1,013.80",953.72,"1,607.68",148.72
1064,2008-07-21,"1,019.50",956.38,"1,617.95",149.57
1065,2008-07-22,"1,017.60",955.13,"1,619.51",149.3
1066,2008-07-23,"1,013.80",940.88,"1,597.95",148.72
1067,2008-07-24,"1,007.10",933.97,"1,579.43",147.5
1068,2008-07-25,"1,010.00",945.87,"1,586.00",148.09
1069,2008-07-28,"1,006.00",933.64,"1,579.42",147.51
1070,2008-07-29,"1,008.80",937.55,"1,588.86",147.54
1071,2008-07-30,"1,013.50",937.73,"1,580.05",148.56
1072,2008-07-31,"1,012.10",938.69,"1,581.91",148.26
1073,2008-08-01,"1,014.60",944.25,"1,579.83",148.52
1074,2008-08-04,"1,017.40",944.40,"1,584.80",148.69
1075,2008-08-05,"1,017.90",943.55,"1,579.07",148.69
1076,2008-08-06,"1,015.90",937.61,"1,575.97",148.19
1077,2008-08-07,"1,016.50",928.82,"1,572.32",148.42
1078,2008-08-08,"1,027.90",935.05,"1,559.32",149.95
1079,2008-08-11,"1,033.00",940.63,"1,553.94",150.65
1080,2008-08-12,"1,034.70",941.49,"1,541.70",150.91
1081,2008-08-13,"1,039.40",954.45,"1,554.73",151.39
1082,2008-08-14,"1,039.80",949.24,"1,551.17",151.8
1083,2008-08-18,"1,046.90",950.43,"1,544.49",152.39
1084,2008-08-19,"1,049.40",953.13,"1,536.95",152.73
1085,2008-08-20,"1,049.30",953.39,"1,548.03",152.96
1086,2008-08-21,"1,054.00",968.31,"1,559.92",153.76
1087,2008-08-22,"1,063.50",974.44,"1,581.21",155.39
1088,2008-08-25,"1,078.90",981.26,"1,589.65",157.87
1089,2008-08-26,"1,089.40",993.07,"1,599.78",159.07
1090,2008-08-27,"1,084.10",992.77,"1,596.01",158.49
1091,2008-08-28,"1,081.80",992.29,"1,597.39",158.41
1092,2008-08-29,"1,089.00","1,001.47","1,606.28",159.21
1093,2008-09-01,"1,116.00","1,036.50","1,634.83",162.95
1094,2008-09-02,"1,134.00","1,047.48","1,644.87",165.69
1095,2008-09-03,"1,148.50","1,053.19","1,657.29",168.08
1096,2008-09-04,"1,126.00","1,038.55","1,636.64",164.54
1097,2008-09-05,"1,120.50","1,052.41","1,600.41",163.91
1098,2008-09-08,"1,086.00",997.61,"1,553.52",158.96
1099,2008-09-09,"1,101.30","1,023.70","1,555.48",160.98
1100,2008-09-10,"1,092.50","1,018.55","1,546.76",159.78
1101,2008-09-11,"1,108.50","1,034.82","1,545.25",161.97
1102,2008-09-12,"1,110.10","1,031.88","1,561.80",162.3
1103,2008-09-16,"1,161.00","1,118.17","1,656.05",169.74
1104,2008-09-17,"1,121.00","1,062.26","1,596.42",164.13
1105,2008-09-18,"1,143.00","1,086.81","1,644.78",167.35
1106,2008-09-19,"1,136.00","1,056.35","1,613.57",166.33
1107,2008-09-22,"1,137.00","1,071.02","1,658.88",166.64
1108,2008-09-23,"1,143.00","1,080.34","1,682.84",167.77
1109,2008-09-24,"1,154.50","1,088.12","1,694.81",169.53
1110,2008-09-25,"1,155.00","1,091.17","1,699.58",169.35
1111,2008-09-26,"1,166.00","1,106.79","1,700.73",170.47
1112,2008-09-29,"1,185.00","1,116.03","1,699.29",173.17
1113,2008-09-30,"1,207.00","1,152.38","1,733.25",176.51
1114,2008-10-01,"1,187.00","1,116.44","1,677.11",173.54
1115,2008-10-02,"1,223.50","1,162.14","1,701.89",178.93
1116,2008-10-06,"1,272.00","1,231.36","1,729.03",185.83
1117,2008-10-07,"1,312.00","1,286.91","1,775.79",191.95
1118,2008-10-08,"1,395.00","1,391.94","1,904.18",204.4
1119,2008-10-09,"1,373.00","1,357.26","1,890.62",201.38
1120,2008-10-10,"1,284.00","1,297.76","1,750.61",188.26
1121,2008-10-13,"1,236.00","1,229.85","1,686.52",181.07
1122,2008-10-14,"1,205.00","1,177.10","1,645.07",176.43
1123,2008-10-15,"1,243.00","1,224.15","1,691.85",181.99
1124,2008-10-16,"1,345.00","1,338.31","1,811.04",196.93
1125,2008-10-17,"1,310.00","1,296.39","1,760.25",191.74
1126,2008-10-20,"1,315.00","1,287.45","1,773.94",192.56
1127,2008-10-21,"1,325.50","1,308.88","1,757.22",193.96
1128,2008-10-22,"1,363.00","1,374.82","1,753.91",199.33
1129,2008-10-23,"1,408.80","1,443.00","1,806.79",206.15
1130,2008-10-24,"1,440.00","1,526.23","1,813.68",210.37
1131,2008-10-27,"1,454.50","1,569.89","1,810.27",212.34
1132,2008-10-28,"1,466.00","1,546.74","1,833.53",214.26
1133,2008-10-29,"1,420.00","1,466.18","1,802.69",207.6
1134,2008-10-30,"1,269.00","1,287.93","1,671.78",185.8
1135,2008-10-31,"1,298.00","1,335.39","1,650.15",189.74
1136,2008-11-03,"1,263.00","1,274.47","1,617.65",184.78
1137,2008-11-04,"1,280.00","1,291.23","1,616.51",187.22
1138,2008-11-05,"1,266.00","1,278.79","1,623.65",185.3
1139,2008-11-06,"1,327.00","1,352.98","1,711.43",194.29
1140,2008-11-07,"1,323.00","1,358.04","1,693.97",193.79
1141,2008-11-10,"1,333.00","1,345.51","1,706.91",195.25
1142,2008-11-11,"1,346.00","1,376.28","1,717.09",197.22
1143,2008-11-12,"1,353.00","1,382.87","1,704.10",198.15
1144,2008-11-13,"1,390.00","1,449.43","1,727.49",203.51
1145,2008-11-14,"1,397.50","1,442.51","1,775.38",204.76
1146,2008-11-17,"1,404.00","1,445.34","1,773.25",206.02
1147,2008-11-18,"1,437.00","1,485.73","1,811.34",210.86
1148,2008-11-19,"1,446.50","1,495.55","1,828.38",212.1
1149,2008-11-20,"1,500.00","1,575.63","1,875.00",219.52
1150,2008-11-21,"1,505.00","1,584.21","1,885.77",220.25
1151,2008-11-24,"1,515.00","1,590.55","1,908.90",221.88
1152,2008-11-25,"1,502.30","1,555.98","1,934.96",220.05
1153,2008-11-26,"1,478.10","1,555.08","1,911.63",216.51
1154,2008-11-27,"1,478.00","1,553.66","1,907.21",216.46
1155,2008-11-28,"1,463.00","1,535.15","1,893.56",214.23
1156,2008-12-01,"1,450.00","1,531.31","1,831.35",211.06
1157,2008-12-02,"1,466.00","1,576.34","1,843.93",212.88
1158,2008-12-03,"1,470.00","1,576.41","1,866.90",213.52
1159,2008-12-04,"1,477.00","1,589.88","1,868.41",214.56
1160,2008-12-05,"1,475.50","1,599.63","1,885.39",214.49
1161,2008-12-08,"1,452.00","1,549.63","1,872.50",211.14
1162,2008-12-09,"1,448.00","1,567.78","1,858.07",210.62
1163,2008-12-10,"1,393.80","1,504.70","1,808.87",203.18
1164,2008-12-11,"1,358.50","1,467.70","1,785.07",198.32
1165,2008-12-12,"1,376.00","1,528.89","1,826.64",200.88
1166,2008-12-15,"1,371.00","1,508.91","1,842.62",200.09
1167,2008-12-16,"1,362.00","1,507.64","1,865.53",198.98
1168,2008-12-17,"1,314.00","1,485.08","1,859.57",192.11
1169,2008-12-18,"1,292.00","1,470.02","1,864.87",189.17
1170,2008-12-19,"1,290.00","1,453.03","1,837.22",188.73
1171,2008-12-22,"1,315.00","1,465.18","1,850.47",192.39
1172,2008-12-23,"1,354.00","1,499.78","1,895.60",197.95
1173,2008-12-24,"1,313.00","1,453.24","1,833.47",191.82
1174,2008-12-26,"1,303.00","1,440.10","1,832.67",190.36
1175,2008-12-29,"1,285.00","1,420.36","1,829.33",187.59
1176,2008-12-30,"1,325.00","1,466.84","1,867.59",193.71
1177,2008-12-31,"1,310.00","1,452.33","1,847.76",191.52
1178,2009-01-02,"1,328.00","1,455.50","1,848.84",193.59
1179,2009-01-05,"1,318.00","1,429.04","1,814.89",192.41
1180,2009-01-06,"1,308.00","1,395.20","1,755.86",191.23
1181,2009-01-07,"1,295.00","1,384.73","1,756.02",189.6
1182,2009-01-08,"1,332.00","1,454.15","1,807.52",194.94
1183,2009-01-09,"1,335.00","1,464.94","1,826.28",195.38
1184,2009-01-12,"1,354.50","1,502.50","1,808.93",197.74
1185,2009-01-13,"1,353.00","1,517.67","1,796.51",197.89
1186,2009-01-14,"1,344.00","1,495.83","1,790.21",196.49
1187,2009-01-15,"1,382.00","1,551.07","1,820.09",202.19
1188,2009-01-16,"1,360.00","1,507.43","1,795.20",198.98
1189,2009-01-19,"1,370.00","1,509.64","1,821.14",200.39
1190,2009-01-20,"1,375.50","1,516.87","1,779.62",201.16
1191,2009-01-21,"1,375.00","1,531.69","1,774.99",201.08
1192,2009-01-22,"1,375.00","1,542.34","1,791.63",201.32
1193,2009-01-23,"1,391.50","1,575.88","1,783.49",203.14
1194,2009-01-28,"1,377.00","1,546.32","1,827.69",201.46
1195,2009-01-29,"1,375.00","1,526.93","1,797.13",201.17
1196,2009-01-30,"1,379.50","1,544.27","1,779.14",201.83
1197,2009-02-02,"1,391.00","1,557.67","1,772.27",203.21
1198,2009-02-03,"1,391.00","1,552.11","1,788.13",203.51
1199,2009-02-04,"1,383.00","1,554.98","1,797.49",202.43
1200,2009-02-05,"1,383.00","1,544.73","1,771.62",202.49
1201,2009-02-06,"1,377.00","1,508.21","1,763.94",201.76
1202,2009-02-09,"1,383.00","1,515.45","1,782.27",202.4
1203,2009-02-10,"1,384.50","1,513.45","1,788.77",202.71
1204,2009-02-11,"1,395.00","1,549.48","1,804.15",204.13
1205,2009-02-12,"1,401.00","1,554.94","1,806.59",205.12
1206,2009-02-13,"1,404.20","1,540.37","1,811.42",205.59
1207,2009-02-16,"1,428.00","1,558.27","1,819.13",209.08
1208,2009-02-17,"1,460.00","1,584.37","1,844.42",213.45
1209,2009-02-18,"1,463.00","1,580.94","1,847.77",214.05
1210,2009-02-19,"1,487.00","1,589.69","1,873.32",217.56
1211,2009-02-20,"1,507.00","1,607.47","1,898.82",220.48
1212,2009-02-23,"1,487.00","1,588.17","1,920.76",217.56
1213,2009-02-24,"1,514.00","1,591.17","1,929.90",221.41
1214,2009-02-25,"1,515.00","1,561.21","1,951.17",221.56
1215,2009-02-26,"1,515.00","1,548.13","1,926.63",221.49
1216,2009-02-27,"1,533.00","1,569.09","1,936.95",224.19
1217,2009-03-02,"1,575.00","1,616.55","1,979.78",230.16
1218,2009-03-03,"1,552.40","1,586.35","1,965.34",226.93
1219,2009-03-04,"1,551.00","1,565.09","1,943.40",226.69
1220,2009-03-05,"1,564.00","1,571.54","1,972.20",228.62
1221,2009-03-06,"1,550.00","1,591.38","1,968.50",226.65
1222,2009-03-09,"1,548.50","1,570.17","1,957.15",226.39
1223,2009-03-10,"1,516.00","1,537.37","1,926.84",221.64
1224,2009-03-11,"1,480.00","1,501.32","1,872.94",216.33
1225,2009-03-12,"1,498.00","1,554.75","1,909.95",219.05
1226,2009-03-13,"1,485.00","1,514.69","1,922.63",217.17
1227,2009-03-16,"1,432.00","1,458.55","1,856.44",209.42
1228,2009-03-17,"1,408.50","1,428.50","1,830.35",206.07
1229,2009-03-18,"1,421.50","1,440.66","1,849.37",207.97
1230,2009-03-19,"1,396.00","1,459.18","1,884.60",204.42
1231,2009-03-20,"1,405.00","1,488.03","1,923.30",205.83
1232,2009-03-23,"1,391.00","1,448.66","1,903.86",203.75
1233,2009-03-24,"1,380.00","1,404.87","1,874.59",202.08
1234,2009-03-25,"1,365.00","1,396.85","1,835.93",199.8
1235,2009-03-26,"1,338.00","1,364.61","1,816.34",195.85
1236,2009-03-27,"1,349.00","1,376.81","1,827.90",197.46
1237,2009-03-30,"1,395.00","1,449.50","1,839.73",204.06
1238,2009-03-31,"1,368.00","1,390.53","1,818.48",200.12
1239,2009-04-01,"1,382.00","1,397.65","1,824.24",202.24
1240,2009-04-02,"1,334.50","1,344.18","1,770.61",195.27
1241,2009-04-03,"1,341.00","1,347.06","1,802.30",196.21
1242,2009-04-06,"1,313.50","1,302.82","1,779.79",192.18
1243,2009-04-07,"1,322.50","1,316.31","1,766.33",193.5
1244,2009-04-08,"1,352.00","1,356.88","1,783.29",197.76
1245,2009-04-09,"1,325.00","1,323.02","1,762.78",193.84
1246,2009-04-10,"1,334.00","1,327.63","1,751.94",195.21
1247,2009-04-13,"1,325.00","1,316.97","1,751.25",193.93
1248,2009-04-14,"1,323.50","1,326.95","1,757.08",193.73
1249,2009-04-15,"1,332.00","1,347.22","1,761.57",194.91
1250,2009-04-16,"1,334.00","1,351.16","1,757.14",195.27
1251,2009-04-17,"1,332.00","1,342.07","1,742.26",194.96
1252,2009-04-20,"1,337.00","1,349.55","1,736.76",195.68
1253,2009-04-21,"1,349.50","1,375.92","1,745.44",197.51
1254,2009-04-22,"1,354.00","1,377.70","1,751.13",198.3
1255,2009-04-23,"1,346.00","1,370.25","1,753.43",197.08
1256,2009-04-24,"1,342.00","1,381.65","1,775.47",196.58
1257,2009-04-27,"1,346.00","1,392.51","1,771.74",197.17
1258,2009-04-28,"1,356.80","1,414.51","1,767.23",198.73
1259,2009-04-29,"1,335.00","1,379.99","1,761.13",195.6
1260,2009-04-30,"1,290.00","1,320.37","1,723.70",189.02
1261,2009-05-04,"1,274.30","1,282.51","1,696.60",186.89
1262,2009-05-06,"1,272.00","1,291.37","1,693.03",186.43
1263,2009-05-07,"1,263.00","1,276.66","1,676.51",185.14
1264,2009-05-08,"1,246.00","1,253.77","1,670.14",182.66
1265,2009-05-11,"1,247.00","1,275.05","1,699.91",182.79
1266,2009-05-12,"1,238.00","1,267.79","1,690.49",181.43
1267,2009-05-13,"1,243.00","1,290.36","1,703.41",182.22
1268,2009-05-14,"1,267.20","1,325.66","1,724.03",185.7
1269,2009-05-15,"1,263.00","1,325.29","1,717.68",185.05
1270,2009-05-18,"1,258.00","1,317.55","1,693.27",184.32
1271,2009-05-19,"1,242.00","1,285.85","1,690.98",181.98
1272,2009-05-20,"1,245.00","1,296.20","1,700.67",182.43
1273,2009-05-21,"1,245.00","1,318.44","1,716.11",182.42
1274,2009-05-22,"1,246.50","1,323.11","1,737.25",182.65
1275,2009-05-25,"1,253.00","1,319.78","1,751.44",183.64
1276,2009-05-26,"1,267.00","1,337.06","1,763.54",185.51
1277,2009-05-27,"1,270.00","1,330.96","1,773.56",185.94
1278,2009-05-28,"1,256.90","1,299.52","1,743.32",184.07
1279,2009-05-29,"1,253.00","1,300.60","1,754.45",183.5
1280,2009-06-01,"1,233.50","1,304.60","1,756.75",180.65
1281,2009-06-02,"1,241.00","1,286.01","1,753.41",181.79
1282,2009-06-03,"1,234.50","1,284.33","1,760.64",180.73
1283,2009-06-04,"1,245.00","1,293.64","1,771.01",182.2
1284,2009-06-05,"1,245.00","1,287.09","1,766.41",182.19
1285,2009-06-08,"1,257.00","1,274.72","1,742.20",183.85
1286,2009-06-09,"1,263.00","1,287.72","1,760.62",184.78
1287,2009-06-10,"1,245.50","1,276.65","1,761.39",182.28
1288,2009-06-11,"1,254.00","1,282.34","1,754.85",183.49
1289,2009-06-12,"1,254.00","1,280.51","1,765.01",183.51
1290,2009-06-15,"1,266.00","1,287.37","1,758.22",185.11
1291,2009-06-16,"1,256.50","1,302.75","1,739.50",183.87
1292,2009-06-17,"1,260.00","1,307.87","1,748.63",184.29
1293,2009-06-18,"1,265.00","1,320.05","1,763.79",185.1
